time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.87	0	0.137588029	-0.307489823	0.017005648	0.542245563	-2.18810976	1.4654674	0.102762203	0.149571637	20.517025
1.88	0	0.139634783	-0.310326492	0.0161943807	0.542947101	-1.94740481	1.44610307	0.103133457	0.083963026	20.167918
1.89	0	0.141790257	-0.31319346	0.0153126843	0.543311499	-1.60521736	1.45602675	0.103770526	0.106632575	20.467653
1.9	0	0.145157706	-0.316073999	0.0143330896	0.543467009	-1.1260473	1.44436683	0.10418549	0.138887745	25.178426
1.91	0	0.149276465	-0.318955196	0.0132695743	0.54341315	-0.585120709	1.39926571	0.104641577	0.0863551108	26.76118
1.92	0	0.15342054	-0.321850948	0.0121455516	0.54312037	-0.0444448146	1.34695986	0.10523052	0.0892945445	18.89041
1.93	0	0.157326396	-0.324793111	0.0109536586	0.542602521	0.469534652	1.28491403	0.10583873	0.160533222	19.406023
1.94	0	0.161748221	-0.327760253	0.00973928415	0.541883337	0.896837913	1.23599498	0.106203257	0.145314434	19.682458
1.95	0	0.167403896	-0.330724161	0.00851486901	0.540900477	1.25310954	1.18443954	0.106232014	0.0839077736	19.942808
1.96	0	0.174061322	-0.333711588	0.00728154106	0.539674705	1.55292121	1.15085861	0.106020954	0.0962423423	19.404282
1.97	0	0.179139888	-0.336679351	0.00604898765	0.538135555	1.80195639	1.14849988	0.106429254	0.184450729	24.234348
1.98	0	0.182261995	-0.339646121	0.00490915427	0.536941596	1.85817669	1.03176563	0.107320118	0.187184609	18.995636
1.99	0	0.186367332	-0.342612185	0.00392388394	0.535958505	1.74607032	0.820231346	0.107612776	0.12071648	19.557099
2	0	0.190740903	-0.345549166	0.00312819095	0.535006455	1.47816572	0.512396121	0.10720846	0.0861371371	24.649608
2.01	0	0.193833744	-0.348550684	0.00238005687	0.534738425	1.25057802	0.345357506	0.10736257	0.11119163	21.495027
2.02	0	0.196221167	-0.35151325	0.0016495993	0.534534177	1.12346295	0.162205479	0.108131771	0.0967198433	19.202705
2.03	0	0.199249425	-0.354471219	0.00098582493	0.534694702	0.975219396	-0.0168169321	0.108283361	0.0870873402	21.657371
2.04	0	0.202695084	-0.357444238	0.000350461642	0.535232953	0.823025977	-0.159809422	0.107684172	0.121019054	20.493962
2.05	0	0.206511766	-0.360457884	-0.000231537898	0.53591125	0.638674691	-0.291195089	0.106509553	0.143015268	19.766683
2.06	0	0.209916258	-0.363453416	-0.000756502929	0.536581848	0.455391809	-0.409405153	0.105186573	0.0865557066	19.120255
2.07	0	0.213178982	-0.366446109	-0.00126721602	0.537237012	0.327331767	-0.479218173	0.103987992	0.0872212328	18.533862
2.08	0	0.214989654	-0.369438471	-0.00178427214	0.537852325	0.295857093	-0.471609727	0.103686114	0.102734357	18.760728
2.09	0	0.21620029	-0.372403052	-0.00230817765	0.538376845	0.336500357	-0.417760971	0.10367409	0.0536571553	18.674623
2.1	0	0.21777936	-0.375355544	-0.00285511384	0.538708005	0.436646795	-0.337610921	0.10373073	0.124176928	20.164629
2.11	0	0.220195401	-0.378314344	-0.00342746038	0.538864067	0.592066606	-0.242513128	0.103823835	0.138846856	19.192743
2.12	0	0.222044481	-0.38125086	-0.00401034949	0.538819377	0.758724192	-0.168774921	0.104108066	0.092615798	18.686687
2.13	0	0.224699224	-0.384163715	-0.00457945596	0.538545658	0.902862829	-0.136399886	0.104297451	0.158135555	19.182474
2.14	0	0.228158312	-0.387124669	-0.00514856755	0.538090189	1.04307217	-0.106842262	0.104498108	0.108261889	18.873864
