time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.69	1	0.00930572236	0.0776534765	0.0198264845	0.537917524	1.03577753	0.765781782	0.104253688	0.174417997	33.339587
1.7	1	0.00875288425	0.0780299961	0.0197749814	0.536970498	0.685315937	0.781109609	0.104345792	0.119672805	34.950023
1.71	1	0.00924324719	0.0784040828	0.0196963457	0.535740838	0.365586516	0.837422128	0.104420164	0.125787628	36.023943
1.72	2	0.167355555	0.0787674956	0.0195744158	0.534175613	0.0947225401	0.970783943	0.104687694	0.106227057	36.538929
1.73	2	0.162079385	0.0789136352	0.0193482449	0.532792039	-0.0460169957	1.06877801	0.104812114	0.183908901	37.24197
1.74	2	0.158153	0.0789289509	0.0190842613	0.53201871	-0.155463937	1.25760124	0.105281718	0.110945422	45.395482
1.75	2	0.156384781	0.0788827864	0.0188463546	0.531488076	-0.325260178	1.43254972	0.105982366	0.0886612924	36.838834
1.76	2	0.153179083	0.0787766654	0.0186115469	0.53147524	-0.477080228	1.63551356	0.106624269	0.13174283	37.202815
1.77	2	0.148765328	0.0786514887	0.0183740994	0.531945953	-0.67269471	1.80250174	0.10707266	0.0963753242	37.269629
1.78	2	0.144443448	0.0784769696	0.0180136719	0.5325872	-0.79885335	1.97763534	0.107475081	0.0871068671	37.684693
1.79	2	0.13983141	0.078249143	0.0176239408	0.533765433	-1.00971392	2.11617427	0.107584293	0.095269716	37.580764
1.8	2	0.135967162	0.0780310334	0.0172091802	0.535302915	-1.23623842	2.20376933	0.107540746	0.0787993286	37.027577
1.81	2	0.130914	0.0777989078	0.0168043754	0.53718605	-1.48123646	2.26436907	0.107256078	0.0789203634	43.045266
1.82	2	0.125231827	0.0776508421	0.0165463077	0.53889837	-1.90512166	2.3552131	0.106922158	0.124904114	36.310802
1.83	2	0.11939794	0.0775452935	0.0163632428	0.540910536	-2.28461221	2.33093948	0.10634782	0.0860895058	36.494798
1.84	2	0.114136515	0.077482048	0.0162662712	0.543042062	-2.62740074	2.20982703	0.105690819	0.062305108	34.549588
1.85	2	0.108744024	0.0774205228	0.01622231	0.545154748	-2.90646385	2.02617292	0.104922996	0.144713923	35.988943
1.86	2	0.103679184	0.0773580939	0.0161896529	0.547056236	-3.06482176	1.83428166	0.104366053	0.0981302895	34.772701
1.87	2	0.0988105138	0.0772390145	0.016154453	0.548624242	-3.13266575	1.674441	0.104235135	0.14939581	34.905328
1.88	2	0.0943343689	0.0770265324	0.0161021605	0.549880636	-3.11452554	1.53493864	0.1042991	0.0892835079	34.644463
1.89	2	0.0900148295	0.0767657809	0.0160348329	0.550782028	-3.00344443	1.41148184	0.104496858	0.0713551934	35.043422
1.9	2	0.0861057872	0.0764776328	0.0159475287	0.551427888	-2.81106179	1.31606816	0.104844149	0.0938427768	34.729331
1.91	2	0.0819751675	0.0761441516	0.0158617118	0.551914763	-2.5835694	1.27390779	0.105175042	0.10732734	35.322624
1.92	2	0.0780131712	0.0757770085	0.0157875269	0.552199004	-2.33939851	1.28780653	0.105498913	0.0592511255	35.692214
1.93	2	0.0739095468	0.0753710262	0.0157220398	0.552335819	-2.08856788	1.33234993	0.10569978	0.112114696	35.795491
1.94	2	0.0699893859	0.0749439482	0.015668616	0.552319277	-1.85271488	1.40401103	0.105807687	0.0948608259	35.746043
1.95	2	0.0665164409	0.0745147542	0.015600286	0.552152735	-1.62159572	1.48017165	0.105871091	0.115344125	35.478743
1.96	2	0.0638003838	0.0741336363	0.0155394319	0.551718156	-1.39148471	1.56958662	0.106021981	0.117036332	35.191258
1.97	2	0.0609846403	0.0737984378	0.015474989	0.550923581	-1.16214095	1.66527598	0.106183188	0.147074985	35.826555
1.98	2	0.0572040545	0.0735270104	0.0153847349	0.549850543	-0.91431443	1.73513011	0.106184237	0.157453562	35.650728
